Team-year,AdjO,AdjD,AdjT,Win50,OppEM,OppO,OppD,OppEM
St. Norbert2021,100,94.2,69.8,2.1,0.8,101,100.2,6.2
UChicago2021,103.3,97.5,69.6,17,11.6,106.9,95.3,3.7
Western Conn. St.2021,99.4,93.7,72.8,5.4,1.7,100.1,98.4,-9.4
UMass Boston2021,96.1,90.4,71.9,6.1,5.3,102.9,97.5,1.6
Wis. Lutheran2021,104.5,98.9,75.3,-3.7,-4.5,97.1,101.6,-5.5
Carleton2021,103.3,97.7,70.4,0.7,1,100.8,99.8,-4
Benedictine (IL)2021,99.6,94.1,70.6,0.4,-0.1,100.1,100.2,9
Concordia Wisconsin2021,106.7,101.4,77.2,3.7,1.1,100.3,99.2,14.9
Penn St.-Altoona2021,104.5,99.4,80.3,-4.4,-2.8,98.9,101.7,2.1
Farmingdale St.2021,103.6,98.5,72.9,-4.2,-3.1,96.9,99.9,0.3
St. Lawrence2021,95.8,90.9,67.4,5,2.9,100.5,97.6,-3.2
Ripon2021,100.3,95.5,68.8,1.4,-1.2,100.6,101.8,8.9
Cornell College2021,103.8,99.3,70.6,-3.5,-3.9,98.7,102.6,2.2
Rose-Hulman2021,99.2,94.9,67.3,0.4,1.1,102.3,101.2,5.8
Bethel (MN)2021,102.3,98,70.5,0.7,2.7,102.1,99.3,7.3
Concordia (TX)2021,106.4,102.2,80,4.6,3.5,101.8,98.3,2.6
Wm. Paterson2021,100.8,96.6,76.6,6.2,3,99.3,96.3,-3.2
Anderson (IN)2021,99.3,95.3,71.4,-0.4,0.9,102.2,101.3,3.9
Widener2021,100.1,96.1,73.5,3.7,6.3,104.1,97.9,8.4
Salem St.2021,104.1,100.2,77.9,0.1,-2.4,96.3,98.7,2.6
Ursinus2021,109.3,105.4,75,0.4,3.6,99.9,96.4,-3.4
Lancaster Bible2021,105,101.2,77,-4.2,-7.7,94.2,102,-1.2
Gettysburg2021,95.7,92,73.2,0.4,4.2,101.9,97.7,-1.6
Pfeiffer2021,107.3,103.6,78.8,7.5,2.7,100.8,98.1,16.1
Union (NY)2021,97.9,94.1,73.6,5.6,4.3,100.3,96,1.5
Centenary (LA)2021,96.6,93,74.5,-3.2,-1.3,97.6,98.9,-10.7
Marian (WI)2021,105.2,101.6,71.1,-3.5,-3.7,97.7,101.4,-1.8
Carthage2021,105.6,102.4,73.7,8.7,4.3,102.1,97.7,-5.9
Manhattanville2021,100.4,97.3,67.7,-5.1,-3.1,96.3,99.5,1.9
Ohio Wesleyan2021,102.3,99.4,72.2,0.4,1.1,102.4,101.4,6.7
Bethany Lutheran2021,100.2,97.3,80.5,-3.8,-4.6,98.4,103,3.9
Grinnell2021,108.9,106.4,88.6,-5.1,-5.3,98,103.4,-1.8
Mt. St. Joseph2021,106.1,103.7,67.4,0.2,0.8,101.6,100.8,1.2
Kean2021,104,101.7,73.4,5.5,1.2,97.7,96.4,-9.2
Schreiner2021,100.8,98.5,74.9,-0.5,1.7,99.8,98.1,3.9
Southern Va.2021,101.7,99.4,72.6,1.8,0.8,100.1,99.3,5.7
Roger Williams2021,104,101.8,73.8,0.7,1.5,100.7,99.3,4.6
Lasell2021,99.6,97.5,74.3,-4.9,-1.4,98.2,99.6,5.6
LaGrange2021,103.7,101.7,75.1,1.8,0.6,100.2,99.6,3.8
Albright2021,96.7,94.8,75.6,3.9,5.8,102.9,97.1,6.7
Birmingham-So.2021,102.8,101,77.7,0.7,0.3,100.4,100.1,-1.5
York (PA)2021,101.2,99.6,71.4,2.8,4.2,101.3,97.1,3.1
Neb. Wesleyan2021,103.1,101.6,73,5.3,0.8,100.9,100.1,-4.8
SUNY Poly2021,97.6,96.1,72.8,-9.7,-7.5,95,102.5,-2
SUNY New Paltz2021,100.2,98.8,76.9,4.7,0.8,99.4,98.6,-0.9
Haverford2021,96.6,95.3,72.1,0.4,3.8,101.1,97.3,0.2
La Roche2021,106.1,104.8,72.4,-4.4,-1.5,100.5,102.1,6.2
Gordon2021,101.2,99.9,76.5,2.9,0.6,99.9,99.3,4
Illinois Col.2021,100.7,99.4,71,-3.5,-5.5,97.6,103.1,-3.9
Messiah2021,96.3,95.1,70.3,1.8,4.3,101.6,97.3,3.1
Husson2021,99.4,98.3,75,-0.7,-3.3,97.9,101.2,8
Redlands2021,99.2,98.2,77.1,-2.2,1.5,101,99.5,0.1
TCNJ2021,96.5,95.6,71.2,7.4,5,101.3,96.4,4.6
Lycoming2021,98.6,97.8,71.1,-1.6,-0.2,98.7,98.9,3.6
Macalester2021,101.4,100.6,68.4,4.1,2,101.9,99.9,-12.5
Juniata2021,92.4,91.8,70.6,-1,-1.9,99,100.9,-3.9
Muhlenberg2021,101.5,101,71.3,1.2,4.5,101.8,97.3,2.6
Denison2021,99,98.5,70.8,0.4,1.9,103.3,101.4,7.7
East. Mennonite2021,99.2,98.7,72.7,7.5,6.4,103.2,96.8,5.3
DePauw2021,105.2,104.8,67,1.6,1.5,101.4,99.9,6.8
Concordia Chicago2021,97,96.5,72.7,-0.4,0,100.2,100.3,5.5
St. Josephs (L.I.)2021,98.9,98.6,70.4,-5.4,-6.2,95.1,101.4,-13
Wittenberg2021,101.8,101.6,71.2,0.4,0.8,101.3,100.6,4
Western New Eng.2021,102.5,102.2,74.5,2,0.6,99.4,98.8,-1.8
Baruch2021,97.9,97.7,73.6,-11.2,-7.6,94.1,101.7,-3.1
Arcadia2021,100.7,100.7,72.9,-1.9,-1.9,98.1,100,1.3
Sul Ross St.2021,96.9,96.8,74.1,4.1,2.3,101.1,98.8,-0.9
Stevenson2021,99.8,99.9,72.1,1.5,-0.4,98.1,98.5,-12.5
Merchant Marine2021,95.8,95.9,70.4,-4.9,-5.9,94.9,100.7,-2.8
Wentworth2021,96.7,96.9,72.1,2,0.9,100.4,99.5,0.7
Franklin & Marshall2021,97.5,97.7,71.7,3.5,5.1,102.1,97,4.4
Emmanuel (MA)2021,98.6,98.8,72.1,-7.5,-4.8,96.3,101.1,-1
Fontbonne2021,96.6,96.9,76.3,-9.8,-8.9,96,104.9,6
McMurry2021,100.7,101,81.4,4.1,3.3,101.8,98.5,1.7
Muskingum2021,102.9,103.2,73,8.4,6.9,103.7,96.8,1.8
Whitman2021,101.3,101.8,74,-2.1,1.6,102.1,100.5,3.1
Texas Lutheran2021,96.4,96.9,72,2.2,1.4,99.5,98.1,3.1
Rockford2021,104.8,105.3,76.8,-3.7,-6,95.9,101.9,-14.4
New England Col.2021,96.7,97.2,82.7,-2.9,-4.9,97.8,102.7,-0.6
Lehman2021,97.1,97.6,74.4,-12.2,-11.7,92.1,103.8,-13.1
Centre2021,101.5,102.2,69.1,-1.4,-1.6,98.4,100,-3.9
Bowdoin2021,97.1,97.8,74.1,7.9,4.9,101.1,96.2,-5
Wis.-Stevens Point2021,98.7,99.6,69.9,14,13.5,108.1,94.6,5
Piedmont2021,91.7,93.2,71.1,-0.6,-2.7,100.1,102.8,-2.2
John Carroll2021,105.8,107.5,77.4,8.4,5.3,103.5,98.2,-3.5
Coast Guard2021,96.2,97.9,78.1,8.9,7.6,103.5,96,4.6
Delaware Valley2021,93.7,95.6,77.5,-2.2,-3.5,98.2,101.7,-3.3
Crown (MN)2021,98.9,100.8,73.4,-5,-5.4,98,103.4,1.2
George Fox2021,98.7,100.6,75.2,-0.6,0.6,101.2,100.6,1.3
Lebanon Valley2021,98.1,100.2,70.8,1.8,4.5,102,97.5,2.1
Franklin2021,103.2,105.3,71.1,2.4,0.1,100.1,100,-1.4
Pacific (OR)2021,97.4,99.5,76.4,-0.6,0.4,101.6,101.2,1.2
Gwynedd Mercy2021,94.9,97.3,70.6,-6.8,-4.2,96.4,100.7,-3.9
Carroll (WI)2021,99.2,101.6,70.1,6.8,5.3,102.7,97.4,-4.5
Geneva2021,107.8,110.2,72.5,-2.4,-4.1,96,100.1,1.4
Eastern Nazarene2021,101.9,104.5,72.5,-0.5,-5,96.5,101.5,0.5
Bridgewater (VA)2021,99.2,101.7,74.1,11.6,8.7,103.8,95,0.1
St. Marys (MD)2021,96.9,99.6,71.2,-4.2,-6.1,94.6,100.7,6.7
Waynesburg2021,90.6,93.3,67.1,-2.4,-6.2,96.5,102.8,-4
Dickinson2021,92.7,95.5,71,1.2,4.1,101.6,97.5,-1.4
Westminster (PA)2021,97.5,100.3,73.7,-6.3,-7.1,94.7,101.9,-6.1
McDaniel2021,99.6,102.5,65,0.7,2.8,100.5,97.8,-5.8
SUNY Potsdam2021,97.6,100.5,72.7,1.4,-0.6,98.4,99,-4.8
Mitchell2021,102.6,105.6,80.5,-1.2,-2.2,97.2,99.4,2.3
SUNY Delhi2021,96.2,99.2,78.3,-11.7,-8.8,93.6,102.3,-3.2
Whittier2021,98.7,101.7,80,0.8,1.8,101.6,99.8,-2.6
Wilmington (OH)2021,94.1,97.2,72.3,7.1,7.1,105.8,98.7,0.8
Ohio Northern2021,97.6,100.7,70.5,8.7,7.5,105.5,97.9,-1
Saint Marys (MN)2021,96.5,99.6,71,4.1,3.1,102.5,99.4,3.8
Springfield2021,101.1,104.4,72,9.1,10,104.3,94.3,10.4
Mary Baldwin2021,101.6,104.9,76.5,-3,-3.1,97.9,101,-5.6
North Park2021,96.5,100,68.8,7.5,6.8,105.1,98.3,-1.4
Lawrence2021,103.1,106.8,72.6,1.4,-3.9,99,102.8,0.5
Edgewood2021,97.1,100.8,76.5,3.7,2,100.9,98.9,13.2
Earlham2021,96.6,100.3,71.4,-2.1,-1.7,100.1,101.8,-6.9
SUNY Geneseo2021,99.3,103,69.9,3.8,0.7,98.3,97.5,2.5
York (NY)2021,99.1,102.9,77.9,-9,-6.4,95,101.4,0.8
Anna Maria2021,94.7,98.6,79.2,-5.8,-3,97.4,100.3,-1.3
Wheaton (MA)2021,103.7,107.7,74.8,4.4,5.7,101.5,95.8,0.1
Lewis & Clark2021,98.1,102.1,72.6,-0.6,1.3,101.4,100,6.1
Ramapo2021,97.9,102,70.3,5.8,2.5,99.4,96.8,-3.9
Caltech2021,93.2,97.3,70.8,0.8,1.8,102.2,100.3,-3.5
RIT2021,103.9,108.2,74,4.8,3.3,100.3,97,-3.2
Wilkes2021,96.5,100.8,72.8,0.8,-1.5,97.8,99.3,0.7
Southern Me.2021,97.7,102.1,72.9,6.1,4.2,101.1,97,-3.2
Medaille2021,98.6,103.1,74.6,-4.2,-1.9,100.6,102.5,2.5
Asbury2021,103,107.5,71.6,4.2,-1.4,98.8,100.1,-1.4
Hamline2021,95.5,100.1,69.5,4.1,2.6,102.4,99.8,-4.9
Wells2021,96.8,101.5,75.5,-13.2,-12.3,92.6,104.9,-15.2
Adrian2021,97.2,102.1,81.1,6.6,4.1,102.5,98.3,3.7
Misericordia2021,101.4,106.4,75.5,0.2,-1.1,98.3,99.4,1.1
Pitt.-Greensburg2021,99.9,105.1,71.8,-4.4,-4.8,98.5,103.3,-3.6
CMSV2021,88.8,94,77,0.1,-1.8,98.5,100.3,-2.8
Occidental2021,96.3,101.5,73.1,3.5,3.2,102.1,98.9,-0.3
Puget Sound2021,95,100.2,72.1,-0.6,1.2,101.7,100.6,3
North Central (MN)2021,98.9,104.2,75.1,-6.4,-10.4,94.6,105,-9.5
Allegheny2021,100.4,106.1,75.3,0.3,-3.2,98.3,101.5,-12.2
JWU (Providence)2021,94.7,100.4,72.4,-3.7,-2.4,97.5,100,0.5
Old Westbury2021,106.2,111.9,74.1,-4.9,-4,96,100,-6
Wilson2021,92.4,98.1,71.1,-13.1,-10.3,94,104.3,0.6
Southwestern (TX)2021,94.8,100.6,72.5,2.2,2,100.5,98.5,3.5
IIT2021,96.5,102.2,68.2,3.7,-0.5,99.9,100.4,12.9
Defiance2021,95.7,101.5,68.5,2.4,-0.8,100.8,101.7,-18
Greensboro2021,92.5,98.4,77,-0.8,-1.8,100,101.8,4.7
Regis (MA)2021,90.7,96.7,75.2,-5.6,-4.8,96.3,101,-11.3
Russell Sage2021,96.7,102.8,72.8,-5.9,-4.5,96.2,100.7,-7.6
Oberlin2021,96.4,102.6,67.6,0.2,-1.1,100.6,101.7,-4.5
Clarkson2021,99.6,105.9,74.3,4.8,3.5,100,96.5,-3.5
MSOE2021,93.1,99.5,70,0.5,-3.7,97.9,101.5,-10.1
UC Santa Cruz2021,92.5,99,71.8,7.8,5.7,102.9,97.1,3.7
Blackburn2021,94.9,101.5,73,-7.8,-3.9,98,101.9,5.7
Thiel2021,92.7,99.3,73.5,-2.4,-4.4,97.3,101.6,0.9
Olivet2021,96,102.7,80,7.5,5.8,103.1,97.4,8
Randolph2021,97.9,104.7,74.2,9.1,5.6,102.8,97.1,0.4
Wis.-Superior2021,95,101.8,68.6,-3.4,-7.2,96.6,103.8,-4.5
Immaculata2021,92.5,99.4,76,-2.1,-1.8,98.1,100,-0.3
Eureka2021,100.1,107.1,77.8,-9.6,-8.3,95.5,103.7,-4.3
Alma2021,95.1,102.1,73.9,8.2,6,103.5,97.5,7.8
Dallas2021,98.9,106.2,74.8,-0.6,-0.2,97.9,98.1,-4.1
Rhodes2021,94.7,102.1,70.6,1.8,0.1,99.5,99.4,-2.2
Ferrum2021,98.2,105.7,73.1,10.8,5.5,102.6,97.1,-2.1
Howard Payne2021,93.2,100.8,80.6,4.1,2.5,101.9,99.5,-1.7
Norwich2021,93.3,100.9,72.3,-8.4,-7.2,95.6,102.8,-13.4
Bard2021,91.4,99.1,78.8,4.2,1.4,99.3,97.9,-13.9
Central (IA)2021,93.5,101.3,72.2,5.6,1.7,101.6,99.9,-5.4
Centenary (NJ)2021,100.9,108.7,78.3,-2.1,-3.5,95.8,99.3,-5
Colorado Col.2021,93.5,101.7,74.4,1.5,2,100.1,98.1,3
Lake Forest2021,102,110.3,70.6,1.4,-0.8,99.8,100.6,7.9
St. Scholastica2021,93.5,101.9,73,4.1,4.1,103.5,99.4,2.8
St. Josephs (ME)2021,100.8,109.3,74.6,-3.7,-1.4,97.4,98.8,3.2
Rosemont2021,90.3,99.2,71.2,-11,-9,94.9,103.9,5.3
MCLA2021,95.8,104.9,73.9,-10.3,-5.4,95,100.4,-7.7
Bluffton2021,96.8,106.2,67.1,-2.1,-0.6,101.1,101.6,-5.2
Elizabethtown2021,97.2,106.7,76.9,0.8,-2.9,98,100.8,-7.2
Manchester2021,97.4,106.9,76.8,2.4,1.6,101.5,99.9,2.3
Shenandoah2021,93.5,103.2,77,11,9.1,104,94.9,3.1
Washington Col.2021,94.6,104.3,73.3,1.2,6.6,102.4,95.9,7
Westminster (MO)2021,94.6,104.4,73.1,-7.4,-6.1,97.2,103.3,0.7
Webster2021,91.9,101.9,70.4,-6.7,-5.3,97.2,102.5,3
Lakeland2021,98.7,108.7,76.1,-1,-3.3,98.2,101.5,-7
SUNY Canton2021,90.4,100.5,73,-15,-10.9,94,104.9,-5.4
Belhaven2021,93.2,103.3,75.6,-0.1,-1.5,98.9,100.3,-17.9
Hilbert2021,98,108.4,75.6,-4.6,-4.4,99.6,104,-4.7
Fitchburg St.2021,92.1,102.4,75,3.9,0.8,98.7,97.9,5.7
Rivier2021,94.3,104.8,74.5,-5.8,-4.4,96.8,101.2,-2.7
U New England2021,91.3,101.9,74.9,1.2,0.2,100,99.8,-4.6
Cabrini2021,89.3,99.9,76.3,-6.8,-4.1,96.7,100.8,-5.2
Hiram2021,95.4,106.2,75.1,0.4,0.2,101.5,101.3,-2.8
Buffalo St.2021,94.5,105.6,77.1,1.4,2.6,100.6,98,8.5
Alfred St.2021,95.4,106.5,83.1,-4.4,-2.6,99.6,102.2,-0.1
Methodist2021,93.1,104.3,71.8,3.5,3.4,101.6,98.2,13.3
Grove City2021,90.9,102.2,69.6,-2.4,-7.1,95.2,102.4,-8.1
Cairn2021,94.1,105.6,69.8,-15.1,-15,89.9,104.9,-14.2
Simpson2021,90.7,102.2,74.3,4.6,2.7,102.1,99.4,-2.3
John Jay2021,93.2,104.9,72.7,-12.2,-10.1,93.4,103.4,-10.6
Concordia-Mhead2021,96.2,108,70.7,4.1,1.9,101.5,99.6,-16.7
Me.-Presque Isle2021,88.9,100.8,81.4,-11.7,-9.2,95.1,104.4,-8.2
Sewanee2021,98.3,110.2,70.3,1.8,-1.2,98.3,99.5,-5.9
Franciscan2021,97,108.9,83.5,-4.9,-8.9,93.9,102.8,-9
Austin2021,95.6,107.6,76.8,-0.6,0.4,98.4,98,-3
Ozarks (AR)2021,94.4,106.7,73.6,4.1,2.1,101.4,99.2,-3.5
Luther2021,90.1,102.4,66.8,1.5,0.7,100.8,100.1,-6.8
Kalamazoo2021,99.2,111.6,68.4,6.6,5.6,103.2,97.6,5.9
Millsaps2021,83.5,96,73.7,-0.1,0.2,99.7,99.5,-4
Hunter2021,96.1,108.7,104.7,-11.2,-10.4,92.7,103.1,-12.7
CCNY2021,89.6,102.3,77.9,-4.5,-6.7,94.8,101.5,-2.9
Penn St.-Abington2021,89.1,101.9,69.3,-10.8,-10.3,93.4,103.7,-8.9
Castleton2021,90.5,103.5,71.6,5.4,1.9,100.5,98.6,-10.3
Huntingdon2021,96.5,109.5,73.5,-1.4,-3.9,96.9,100.9,-6.7
Bob Jones2021,99.9,113,74.6,-8.7,-8.1,93.4,101.5,-5
Mount Aloysius2021,90.5,103.7,75.1,-2.9,-1.5,100.7,102.1,3.2
Pitt.-Bradford2021,98.5,111.7,77.1,-4.4,-4.5,98.5,103,-5.8
La Verne2021,95.1,108.4,71.5,0.8,3.1,102.4,99.4,0.2
Aurora2021,87.8,101.7,75,-0.4,-0.2,101,101.2,3.2
SUNY Morrisville2021,94.9,108.8,70.3,-4.5,-8.5,92.5,101,-3.7
SUNY Maritime2021,88.9,102.8,72,-5.4,-6,95,101,-6.6
Dean2021,92.1,106.1,74.5,-5.8,-5.8,95,100.8,-13.9
Mt. St. Mary (NY)2021,85.9,99.9,72.1,-5.1,-4.7,95.5,100.2,-2.8
Marywood2021,91.5,106,74.7,-6.8,-3.4,97.4,100.8,-6.1
Elmira2021,93.3,107.8,71.9,4.8,-0.4,98.5,98.9,3.2
Principia2021,92.7,107.6,71.2,-7.3,-7.2,96.9,104.1,-2.9
Willamette2021,99.4,114.5,82.3,-0.6,1.8,101,99.2,1.5
Kenyon2021,89.7,104.9,75.5,0.2,0,101.4,101.4,-2.3
Knox2021,92.5,107.7,69.6,-4.2,-6.5,97.6,104.1,-10.4
Colby-Sawyer2021,92.4,107.7,71.8,-5.6,-1.8,97.1,99,6.8
Bryn Athyn2021,94.6,110.3,79.4,-11,-12.9,90.6,103.5,-7.9
Minn.-Morris2021,94.5,110.3,78.6,-3.3,-7.4,96.7,104.2,-3.2
Brevard2021,92,108.1,72.4,-6.1,-3.3,98.3,101.6,-6.4
Keystone2021,95.8,112.3,71.5,-11.2,-12.2,91,103.2,-5.9
Keuka2021,96.3,112.9,83.7,-4.3,-2.3,98.4,100.7,-5.3
Greenville2021,101.2,118,107.1,-5.1,-2.3,98.7,101,8.2
Spalding2021,87.1,104,69.6,-6.6,-5.8,97.5,103.3,-0.6
Fredonia2021,90.1,107.1,74.4,1.4,1.2,100.4,99.1,0.1
Bridgewater St.2021,88.3,105.3,76.3,3.9,0.7,99.1,98.4,2.9
Purchase2021,90.2,107.6,77,-3.5,-2.1,97.2,99.4,1.1
Kings (PA)2021,92.5,110,71.9,-4.2,-5.7,96.2,102,-13.6
William Peace2021,92.7,110.3,73.3,2,1.7,101.3,99.6,6.8
Berea2021,91.5,109.2,74.9,-1.8,-2.5,99,101.5,-6.4
NVU-Johnson2021,90.7,108.6,75.9,-9.1,-7.9,93.9,101.8,-2.3
Plattsburgh St.2021,91,109.2,77.8,1.8,1.6,99.4,97.8,1.3
Maine Maritime2021,88,106.2,75.5,-2.7,-6.8,95.8,102.7,-4.6
Thomas (ME)2021,88.7,107,76,-7.1,-5.2,96.2,101.4,5.7
Sarah Lawrence2021,86.9,105.4,76.3,-2.2,-4.9,95.3,100.1,-5.6
Cazenovia2021,90.4,109.8,73.3,-9.7,-8.6,94.3,102.9,-3.9
Medgar Evers2021,85.2,104.8,85.2,-11.2,-8.1,94.7,102.7,-8.6
Moravian2021,94,113.7,75.1,0.8,0.2,99.4,99.2,-2
Houghton2021,85.1,104.9,76.1,-4.4,-3.5,98.5,101.9,-6.4
Monmouth (IL)2021,88.1,108,74.7,1.4,-1.5,100.8,102.4,3.9
NVU-Lyndon2021,93,113.5,81.6,-7.5,-6.6,95.5,102,-4.7
Brooklyn2021,85.6,106.2,72,-0.1,-2.5,97.7,100.2,5.4
Framingham St.2021,80.8,101.8,69.9,-2,-3.3,97.1,100.5,-5.4
Beloit2021,85,106.2,71.3,-0.4,-4.8,99.2,104,-6.1
Penn College2021,83.6,105.2,75.9,-5.3,-9.7,93,102.7,-8.9
Hartwick2021,85,107.2,73.3,6.1,-0.1,98.2,98.3,0.7
St. Josephs (Brkln)2021,84.6,106.7,74.1,-2.9,-2.2,98.3,100.4,-4.2
Elms2021,86.7,109.2,77.4,-5.6,-0.3,98.1,98.4,3.9
Goucher2021,84.6,107.2,69.6,0.8,-0.8,98.4,99.2,-4.9
Rutgers-Camden2021,82.8,105.6,71,5.5,4.7,101,96.2,-2.9
Saint Elizabeth2021,83.5,106.5,73.1,-11,-8.8,94.7,103.5,2.9
Cobleskill St.2021,88.8,112.3,79.5,-9.7,-6.8,95,101.9,-0.9
Warren Wilson2021,86.5,110.2,72.4,-1.5,-1.1,101.2,102.4,2.8
FDU-Florham2021,90.3,114,67.4,-1.6,-3.8,96.8,100.6,-8.5
Curry2021,87.5,111.9,76.4,1.6,1.3,100.3,99,-4.5
Clarks Summit2021,80.5,105,77.4,-12.3,-12.7,92.2,104.8,-9.3
Dominican (IL)2021,86.6,111.3,76.5,-2,-3.8,98.4,102.2,-13.4
MUW2021,87.8,113.7,72.4,-8.8,-5.9,97.2,103.1,-5.9
Valley Forge2021,87.9,114.4,81.2,-11,-11.9,92.5,104.3,-4.2
Martin Luther2021,82.5,110.9,75.4,-5.6,-9.2,95.4,104.7,-13.7
Gallaudet2021,76.1,105.1,75.6,-5.3,-7.6,94.7,102.3,-4.3
Lesley2021,80.9,110.9,81.9,-2.9,-4.8,96.7,101.5,-7.3
Northland2021,86.1,116.3,74.1,-5,-6.4,97,103.4,-6.2
Pratt2021,75.2,105.6,73.3,-7.2,-3.6,97.6,101.2,-3.4
Finlandia2021,79.5,110.2,84.6,-5,-7.9,97.1,104.9,-7.9
Saint Vincent2021,81,113,70.7,-2.4,-4.4,96.2,100.6,-2.2
Bethany (WV)2021,81.6,114.1,76.4,-2.4,-5.3,96.6,101.9,-6.4
Maranatha Baptist2021,74.7,114,75.8,-12.3,-14.9,91.2,106.1,-14.9
Penn St.-Berks2021,75.4,116.5,79.4,-9.3,-7.3,94.4,101.6,-5.6
